date,daypart,station,total_avails,booked,remaining
2024-05-05,DT,KIRO-TV,3,2,1
2024-05-06,DT,KIRO-TV,6,4,2
2024-05-07,DT,KIRO-TV,2,0,2
2024-05-08,DT,KIRO-TV,6,3,3
2024-05-09,DT,KIRO-TV,6,3,3
2024-05-10,DT,KIRO-TV,6,4,2
2024-05-11,DT,KIRO-TV,5,4,1
2024-05-12,DT,KIRO-TV,6,5,1
2024-05-13,DT,KIRO-TV,5,2,3
2024-05-14,DT,KIRO-TV,7,6,1
2024-05-15,DT,KIRO-TV,6,2,4
2024-05-16,DT,KIRO-TV,4,1,3
2024-05-17,DT,KIRO-TV,0,0,0
2024-05-18,DT,KIRO-TV,6,3,3
2024-05-19,DT,KIRO-TV,3,2,1
2024-05-20,DT,KIRO-TV,3,3,0
2024-05-21,DT,KIRO-TV,8,4,4
2024-05-22,DT,KIRO-TV,2,2,0
2024-05-23,DT,KIRO-TV,10,5,5
2024-05-24,DT,KIRO-TV,7,3,4
2024-05-25,DT,KIRO-TV,6,3,3
2024-05-26,DT,KIRO-TV,3,0,3
2024-05-27,DT,KIRO-TV,6,2,4
2024-05-28,DT,KIRO-TV,3,1,2
2024-05-29,DT,KIRO-TV,3,3,0
2024-05-30,DT,KIRO-TV,4,1,3
2024-05-31,DT,KIRO-TV,2,1,1
2024-06-01,DT,KIRO-TV,3,3,0
2024-06-02,DT,KIRO-TV,4,3,1
2024-06-03,DT,KIRO-TV,8,4,4
2024-06-04,DT,KIRO-TV,2,2,0
2024-06-05,DT,KIRO-TV,2,2,0
2024-06-06,DT,KIRO-TV,7,5,2
2024-06-07,DT,KIRO-TV,2,0,2
2024-06-08,DT,KIRO-TV,2,1,1
2024-06-09,DT,KIRO-TV,4,1,3
2024-06-10,DT,KIRO-TV,2,1,1
2024-06-11,DT,KIRO-TV,5,1,4
2024-06-12,DT,KIRO-TV,4,1,3
2024-06-13,DT,KIRO-TV,4,2,2
2024-06-14,DT,KIRO-TV,5,2,3
2024-06-15,DT,KIRO-TV,6,3,3
2024-06-16,DT,KIRO-TV,4,2,2
2024-06-17,DT,KIRO-TV,7,4,3
2024-06-18,DT,KIRO-TV,2,1,1
2024-06-19,DT,KIRO-TV,4,2,2
2024-06-20,DT,KIRO-TV,4,0,4
2024-06-21,DT,KIRO-TV,7,4,3
2024-06-22,DT,KIRO-TV,7,3,4
2024-06-23,DT,KIRO-TV,5,4,1
2024-06-24,DT,KIRO-TV,5,2,3
2024-06-25,DT,KIRO-TV,5,1,4
2024-06-26,DT,KIRO-TV,7,4,3
2024-06-27,DT,KIRO-TV,3,1,2
2024-06-28,DT,KIRO-TV,10,7,3
2024-06-29,DT,KIRO-TV,4,3,1
2024-06-30,DT,KIRO-TV,1,1,0
2024-07-01,DT,KIRO-TV,8,3,5
2024-07-02,DT,KIRO-TV,7,3,4
2024-07-03,DT,KIRO-TV,5,3,2
2024-07-04,DT,KIRO-TV,6,2,4
2024-07-05,DT,KIRO-TV,5,3,2
2024-07-06,DT,KIRO-TV,5,1,4
2024-07-07,DT,KIRO-TV,4,4,0
2024-07-08,DT,KIRO-TV,2,0,2
2024-07-09,DT,KIRO-TV,3,2,1
2024-07-10,DT,KIRO-TV,4,2,2
2024-07-11,DT,KIRO-TV,5,2,3
2024-07-12,DT,KIRO-TV,5,2,3
2024-07-13,DT,KIRO-TV,5,1,4
2024-07-14,DT,KIRO-TV,3,0,3
2024-07-15,DT,KIRO-TV,7,3,4
2024-07-16,DT,KIRO-TV,5,3,2
2024-07-17,DT,KIRO-TV,5,3,2
2024-07-18,DT,KIRO-TV,8,3,5
2024-07-19,DT,KIRO-TV,2,0,2
2024-07-20,DT,KIRO-TV,2,2,0
2024-07-21,DT,KIRO-TV,8,5,3
2024-07-22,DT,KIRO-TV,5,0,5
2024-07-23,DT,KIRO-TV,2,2,0
2024-07-24,DT,KIRO-TV,7,4,3
2024-07-25,DT,KIRO-TV,2,1,1
2024-07-26,DT,KIRO-TV,6,3,3
2024-07-27,DT,KIRO-TV,1,0,1
2024-07-28,DT,KIRO-TV,7,4,3
2024-07-29,DT,KIRO-TV,5,3,2
2024-07-30,DT,KIRO-TV,7,3,4
2024-07-31,DT,KIRO-TV,5,2,3
2024-08-01,DT,KIRO-TV,7,2,5
2024-08-02,DT,KIRO-TV,4,0,4
2024-08-03,DT,KIRO-TV,2,1,1
2024-08-04,DT,KIRO-TV,4,2,2
2024-08-05,DT,KIRO-TV,6,2,4
2024-08-06,DT,KIRO-TV,3,1,2
2024-08-07,DT,KIRO-TV,3,0,3
2024-08-08,DT,KIRO-TV,7,3,4
2024-08-09,DT,KIRO-TV,5,1,4
2024-08-10,DT,KIRO-TV,4,4,0
2024-08-11,DT,KIRO-TV,6,4,2
2024-08-12,DT,KIRO-TV,7,4,3
2024-08-13,DT,KIRO-TV,3,2,1
2024-08-14,DT,KIRO-TV,5,3,2
2024-08-15,DT,KIRO-TV,5,3,2
2024-08-16,DT,KIRO-TV,3,0,3
2024-08-17,DT,KIRO-TV,2,2,0
2024-08-18,DT,KIRO-TV,4,3,1
2024-08-19,DT,KIRO-TV,4,1,3
2024-08-20,DT,KIRO-TV,6,2,4
2024-08-21,DT,KIRO-TV,7,3,4
2024-08-22,DT,KIRO-TV,5,2,3
2024-08-23,DT,KIRO-TV,2,1,1
2024-08-24,DT,KIRO-TV,5,2,3
2024-08-25,DT,KIRO-TV,8,5,3
2024-08-26,DT,KIRO-TV,9,8,1
2024-08-27,DT,KIRO-TV,7,5,2
2024-08-28,DT,KIRO-TV,6,3,3
2024-08-29,DT,KIRO-TV,8,3,5
2024-08-30,DT,KIRO-TV,6,3,3
2024-08-31,DT,KIRO-TV,6,6,0
2024-09-01,DT,KIRO-TV,5,3,2
2024-09-02,DT,KIRO-TV,9,6,3
2024-09-03,DT,KIRO-TV,7,3,4
2024-09-04,DT,KIRO-TV,8,4,4
2024-09-05,DT,KIRO-TV,4,3,1
2024-09-06,DT,KIRO-TV,12,8,4
2024-09-07,DT,KIRO-TV,7,5,2
2024-09-08,DT,KIRO-TV,11,10,1
2024-09-09,DT,KIRO-TV,5,2,3
2024-09-10,DT,KIRO-TV,3,3,0
2024-09-11,DT,KIRO-TV,8,5,3
2024-09-12,DT,KIRO-TV,8,3,5
2024-09-13,DT,KIRO-TV,8,4,4
2024-09-14,DT,KIRO-TV,4,4,0
2024-09-15,DT,KIRO-TV,7,5,2
2024-09-16,DT,KIRO-TV,3,1,2
2024-09-17,DT,KIRO-TV,9,6,3
2024-09-18,DT,KIRO-TV,7,3,4
2024-09-19,DT,KIRO-TV,5,3,2
2024-09-20,DT,KIRO-TV,3,2,1
2024-09-21,DT,KIRO-TV,9,6,3
2024-09-22,DT,KIRO-TV,6,4,2
2024-09-23,DT,KIRO-TV,4,1,3
2024-09-24,DT,KIRO-TV,5,5,0
2024-09-25,DT,KIRO-TV,7,5,2
2024-09-26,DT,KIRO-TV,9,6,3
2024-09-27,DT,KIRO-TV,5,5,0
2024-09-28,DT,KIRO-TV,10,6,4
2024-09-29,DT,KIRO-TV,9,5,4
2024-09-30,DT,KIRO-TV,8,6,2
2024-10-01,DT,KIRO-TV,9,7,2
2024-10-02,DT,KIRO-TV,6,5,1
2024-10-03,DT,KIRO-TV,6,3,3
2024-10-04,DT,KIRO-TV,11,7,4
2024-10-05,DT,KIRO-TV,5,5,0
2024-10-06,DT,KIRO-TV,7,4,3
2024-10-07,DT,KIRO-TV,8,4,4
2024-10-08,DT,KIRO-TV,7,5,2
2024-10-09,DT,KIRO-TV,6,2,4
2024-10-10,DT,KIRO-TV,5,2,3
2024-10-11,DT,KIRO-TV,10,7,3
2024-10-12,DT,KIRO-TV,7,5,2
2024-10-13,DT,KIRO-TV,3,2,1
2024-10-14,DT,KIRO-TV,9,5,4
2024-10-15,DT,KIRO-TV,4,2,2
2024-10-16,DT,KIRO-TV,6,3,3
2024-10-17,DT,KIRO-TV,4,3,1
2024-10-18,DT,KIRO-TV,5,5,0
2024-10-19,DT,KIRO-TV,6,4,2
2024-10-20,DT,KIRO-TV,5,2,3
2024-10-21,DT,KIRO-TV,4,2,2
2024-10-22,DT,KIRO-TV,8,4,4
2024-10-23,DT,KIRO-TV,7,5,2
2024-10-24,DT,KIRO-TV,4,1,3
2024-10-25,DT,KIRO-TV,7,4,3
2024-10-26,DT,KIRO-TV,6,5,1
2024-10-27,DT,KIRO-TV,7,5,2
2024-10-28,DT,KIRO-TV,4,2,2
2024-10-29,DT,KIRO-TV,9,6,3
2024-10-30,DT,KIRO-TV,9,5,4
2024-10-31,DT,KIRO-TV,5,3,2
2024-11-01,DT,KIRO-TV,9,7,2
2024-11-02,DT,KIRO-TV,7,4,3
2024-11-03,DT,KIRO-TV,2,2,0
2024-11-04,DT,KIRO-TV,4,3,1
2024-11-05,DT,KIRO-TV,5,2,3
2024-11-06,DT,KIRO-TV,6,3,3
2024-11-07,DT,KIRO-TV,10,6,4
2024-11-08,DT,KIRO-TV,9,6,3
2024-11-09,DT,KIRO-TV,9,5,4
2024-11-10,DT,KIRO-TV,9,7,2
2024-11-11,DT,KIRO-TV,3,2,1
2024-11-12,DT,KIRO-TV,7,5,2
2024-11-13,DT,KIRO-TV,10,7,3
2024-11-14,DT,KIRO-TV,9,8,1
2024-11-15,DT,KIRO-TV,10,8,2
2024-11-16,DT,KIRO-TV,9,6,3
2024-11-17,DT,KIRO-TV,8,4,4
2024-11-18,DT,KIRO-TV,5,5,0
2024-11-19,DT,KIRO-TV,4,4,0
2024-11-20,DT,KIRO-TV,7,5,2
2024-11-21,DT,KIRO-TV,8,5,3
2024-11-22,DT,KIRO-TV,5,3,2
2024-11-23,DT,KIRO-TV,5,2,3
2024-11-24,DT,KIRO-TV,6,5,1
2024-11-25,DT,KIRO-TV,9,7,2
2024-11-26,DT,KIRO-TV,7,4,3
2024-11-27,DT,KIRO-TV,2,1,1
2024-11-28,DT,KIRO-TV,11,7,4
2024-11-29,DT,KIRO-TV,8,5,3
2024-11-30,DT,KIRO-TV,3,1,2
2024-12-01,DT,KIRO-TV,5,5,0
2024-12-02,DT,KIRO-TV,7,3,4
2024-12-03,DT,KIRO-TV,7,6,1
2024-12-04,DT,KIRO-TV,10,6,4
2024-12-05,DT,KIRO-TV,6,3,3
2024-12-06,DT,KIRO-TV,8,4,4
2024-12-07,DT,KIRO-TV,6,3,3
2024-12-08,DT,KIRO-TV,4,2,2
2024-12-09,DT,KIRO-TV,6,3,3
2024-12-10,DT,KIRO-TV,6,2,4
2024-12-11,DT,KIRO-TV,6,4,2
2024-12-12,DT,KIRO-TV,7,4,3
2024-12-13,DT,KIRO-TV,8,6,2
2024-12-14,DT,KIRO-TV,9,6,3
2024-12-15,DT,KIRO-TV,9,7,2
2024-12-16,DT,KIRO-TV,6,6,0
2024-12-17,DT,KIRO-TV,1,1,0
2024-12-18,DT,KIRO-TV,4,2,2
2024-12-19,DT,KIRO-TV,7,3,4
2024-12-20,DT,KIRO-TV,5,1,4
2024-12-21,DT,KIRO-TV,5,1,4
2024-12-22,DT,KIRO-TV,0,0,0
2024-12-23,DT,KIRO-TV,7,2,5
2024-12-24,DT,KIRO-TV,7,4,3
2024-12-25,DT,KIRO-TV,6,4,2
2024-12-26,DT,KIRO-TV,5,3,2
2024-12-27,DT,KIRO-TV,3,2,1
2024-12-28,DT,KIRO-TV,5,2,3
2024-12-29,DT,KIRO-TV,1,1,0
2024-12-30,DT,KIRO-TV,4,2,2
2024-12-31,DT,KIRO-TV,7,3,4
2025-01-01,DT,KIRO-TV,7,5,2
2025-01-02,DT,KIRO-TV,2,0,2
2025-01-03,DT,KIRO-TV,7,6,1
2025-01-04,DT,KIRO-TV,7,6,1
2025-01-05,DT,KIRO-TV,8,5,3
2025-01-06,DT,KIRO-TV,3,2,1
2025-01-07,DT,KIRO-TV,6,3,3
2025-01-08,DT,KIRO-TV,4,2,2
2025-01-09,DT,KIRO-TV,6,4,2
2025-01-10,DT,KIRO-TV,6,3,3
2025-01-11,DT,KIRO-TV,2,2,0
2025-01-12,DT,KIRO-TV,8,5,3
2025-01-13,DT,KIRO-TV,7,6,1
2025-01-14,DT,KIRO-TV,9,5,4
2025-01-15,DT,KIRO-TV,4,3,1
2025-01-16,DT,KIRO-TV,4,2,2
2025-01-17,DT,KIRO-TV,4,2,2
2025-01-18,DT,KIRO-TV,5,3,2
2025-01-19,DT,KIRO-TV,3,2,1
2025-01-20,DT,KIRO-TV,1,0,1
2025-01-21,DT,KIRO-TV,3,3,0
2025-01-22,DT,KIRO-TV,2,2,0
2025-01-23,DT,KIRO-TV,4,3,1
2025-01-24,DT,KIRO-TV,3,0,3
2025-01-25,DT,KIRO-TV,4,2,2
2025-01-26,DT,KIRO-TV,2,0,2
2025-01-27,DT,KIRO-TV,2,1,1
2025-01-28,DT,KIRO-TV,3,0,3
2025-01-29,DT,KIRO-TV,4,2,2
2025-01-30,DT,KIRO-TV,4,1,3
2025-01-31,DT,KIRO-TV,2,2,0
2025-02-01,DT,KIRO-TV,5,1,4
2025-02-02,DT,KIRO-TV,4,1,3
2025-02-03,DT,KIRO-TV,3,2,1
2025-02-04,DT,KIRO-TV,7,4,3
2025-02-05,DT,KIRO-TV,5,1,4
2025-02-06,DT,KIRO-TV,6,5,1
2025-02-07,DT,KIRO-TV,4,2,2
2025-02-08,DT,KIRO-TV,3,3,0
2025-02-09,DT,KIRO-TV,7,4,3
2025-02-10,DT,KIRO-TV,5,2,3
2025-02-11,DT,KIRO-TV,2,1,1
2025-02-12,DT,KIRO-TV,6,2,4
2025-02-13,DT,KIRO-TV,8,4,4
2025-02-14,DT,KIRO-TV,3,1,2
2025-02-15,DT,KIRO-TV,8,3,5
2025-02-16,DT,KIRO-TV,4,1,3
2025-02-17,DT,KIRO-TV,5,3,2
2025-02-18,DT,KIRO-TV,6,4,2
2025-02-19,DT,KIRO-TV,7,4,3
2025-02-20,DT,KIRO-TV,7,6,1
2025-02-21,DT,KIRO-TV,8,4,4
2025-02-22,DT,KIRO-TV,7,5,2
2025-02-23,DT,KIRO-TV,2,1,1
2025-02-24,DT,KIRO-TV,3,1,2
2025-02-25,DT,KIRO-TV,5,1,4
2025-02-26,DT,KIRO-TV,6,3,3
2025-02-27,DT,KIRO-TV,2,1,1
2025-02-28,DT,KIRO-TV,7,3,4
2025-03-01,DT,KIRO-TV,4,2,2
2025-03-02,DT,KIRO-TV,3,1,2
2025-03-03,DT,KIRO-TV,5,2,3
2025-03-04,DT,KIRO-TV,1,1,0
2025-03-05,DT,KIRO-TV,4,2,2
2025-03-06,DT,KIRO-TV,3,2,1
2025-03-07,DT,KIRO-TV,5,2,3
2025-03-08,DT,KIRO-TV,0,0,0
2025-03-09,DT,KIRO-TV,1,1,0
2025-03-10,DT,KIRO-TV,6,2,4
2025-03-11,DT,KIRO-TV,4,1,3
2025-03-12,DT,KIRO-TV,4,2,2
2025-03-13,DT,KIRO-TV,5,3,2
2025-03-14,DT,KIRO-TV,7,2,5
2025-03-15,DT,KIRO-TV,4,2,2
2025-03-16,DT,KIRO-TV,3,1,2
2025-03-17,DT,KIRO-TV,4,0,4
2025-03-18,DT,KIRO-TV,5,3,2
2025-03-19,DT,KIRO-TV,5,1,4
2025-03-20,DT,KIRO-TV,4,0,4
2025-03-21,DT,KIRO-TV,5,1,4
2025-03-22,DT,KIRO-TV,10,6,4
2025-03-23,DT,KIRO-TV,5,1,4
2025-03-24,DT,KIRO-TV,6,2,4
2025-03-25,DT,KIRO-TV,4,1,3
2025-03-26,DT,KIRO-TV,5,2,3
2025-03-27,DT,KIRO-TV,7,5,2
2025-03-28,DT,KIRO-TV,3,2,1
2025-03-29,DT,KIRO-TV,5,1,4
2025-03-30,DT,KIRO-TV,3,1,2
2025-03-31,DT,KIRO-TV,1,0,1
2024-01-01,EF,KIRO-TV,1,1,0
2024-01-02,EF,KIRO-TV,1,0,1
2024-01-03,EF,KIRO-TV,0,0,0
2024-01-04,EF,KIRO-TV,1,1,0
2024-01-05,EF,KIRO-TV,0,0,0
2024-01-06,EF,KIRO-TV,2,1,1
2024-01-07,EF,KIRO-TV,1,0,1
2024-01-08,EF,KIRO-TV,0,0,0
2024-01-09,EF,KIRO-TV,3,2,1
2024-01-10,EF,KIRO-TV,0,0,0
2024-01-11,EF,KIRO-TV,2,2,0
2024-01-12,EF,KIRO-TV,1,0,1
2024-01-13,EF,KIRO-TV,2,2,0
2024-01-14,EF,KIRO-TV,1,1,0
2024-01-15,EF,KIRO-TV,1,1,0
2024-01-16,EF,KIRO-TV,3,1,2
2024-01-17,EF,KIRO-TV,0,0,0
2024-01-18,EF,KIRO-TV,1,1,0
2024-01-19,EF,KIRO-TV,1,0,1
2024-01-20,EF,KIRO-TV,2,1,1
2024-01-21,EF,KIRO-TV,0,0,0
2024-01-22,EF,KIRO-TV,0,0,0
2024-01-23,EF,KIRO-TV,1,1,0
2024-01-24,EF,KIRO-TV,0,0,0
2024-01-25,EF,KIRO-TV,1,0,1
2024-01-26,EF,KIRO-TV,2,1,1
2024-01-27,EF,KIRO-TV,1,1,0
2024-01-28,EF,KIRO-TV,3,3,0
2024-01-29,EF,KIRO-TV,3,2,1
2024-01-30,EF,KIRO-TV,2,1,1
2024-01-31,EF,KIRO-TV,0,0,0
2024-02-01,EF,KIRO-TV,1,0,1
2024-02-02,EF,KIRO-TV,1,1,0
2024-02-03,EF,KIRO-TV,3,2,1
2024-02-04,EF,KIRO-TV,1,1,0
2024-02-05,EF,KIRO-TV,1,1,0
2024-02-06,EF,KIRO-TV,1,0,1
2024-02-07,EF,KIRO-TV,0,0,0
2024-02-08,EF,KIRO-TV,0,0,0
2024-02-09,EF,KIRO-TV,1,1,0
2024-02-10,EF,KIRO-TV,0,0,0
2024-02-11,EF,KIRO-TV,2,1,1
2024-02-12,EF,KIRO-TV,1,1,0
2024-02-13,EF,KIRO-TV,1,0,1
2024-02-14,EF,KIRO-TV,2,1,1
2024-02-15,EF,KIRO-TV,2,1,1
2024-02-16,EF,KIRO-TV,0,0,0
2024-02-17,EF,KIRO-TV,0,0,0
2024-02-18,EF,KIRO-TV,2,2,0
2024-02-19,EF,KIRO-TV,1,1,0
2024-02-20,EF,KIRO-TV,5,3,2
2024-02-21,EF,KIRO-TV,0,0,0
2024-02-22,EF,KIRO-TV,2,2,0
2024-02-23,EF,KIRO-TV,0,0,0
2024-02-24,EF,KIRO-TV,2,1,1
2024-02-25,EF,KIRO-TV,0,0,0
2024-02-26,EF,KIRO-TV,2,1,1
2024-02-27,EF,KIRO-TV,0,0,0
2024-02-28,EF,KIRO-TV,2,2,0
2024-02-29,EF,KIRO-TV,0,0,0
2024-03-01,EF,KIRO-TV,0,0,0
2024-03-02,EF,KIRO-TV,4,3,1
2024-03-03,EF,KIRO-TV,1,1,0
2024-03-04,EF,KIRO-TV,1,0,1
2024-03-05,EF,KIRO-TV,2,0,2
2024-03-06,EF,KIRO-TV,3,3,0
2024-03-07,EF,KIRO-TV,1,0,1
2024-03-08,EF,KIRO-TV,0,0,0
2024-03-09,EF,KIRO-TV,0,0,0
2024-03-10,EF,KIRO-TV,0,0,0
2024-03-11,EF,KIRO-TV,0,0,0
2024-03-12,EF,KIRO-TV,2,1,1
2024-03-13,EF,KIRO-TV,1,1,0
2024-03-14,EF,KIRO-TV,2,1,1
2024-03-15,EF,KIRO-TV,0,0,0
2024-03-16,EF,KIRO-TV,2,1,1
2024-03-17,EF,KIRO-TV,1,1,0
2024-03-18,EF,KIRO-TV,1,0,1
2024-03-19,EF,KIRO-TV,1,0,1
2024-03-20,EF,KIRO-TV,2,1,1
2024-03-21,EF,KIRO-TV,1,0,1
2024-03-22,EF,KIRO-TV,2,1,1
2024-03-23,EF,KIRO-TV,2,2,0
2024-03-24,EF,KIRO-TV,2,0,2
2024-03-25,EF,KIRO-TV,1,0,1
2024-03-26,EF,KIRO-TV,2,1,1
2024-03-27,EF,KIRO-TV,1,0,1
2024-03-28,EF,KIRO-TV,1,0,1
2024-03-29,EF,KIRO-TV,0,0,0
2024-03-30,EF,KIRO-TV,1,0,1
2024-03-31,EF,KIRO-TV,1,0,1
2024-04-01,EF,KIRO-TV,0,0,0
2024-04-02,EF,KIRO-TV,3,1,2
2024-04-03,EF,KIRO-TV,2,0,2
2024-04-04,EF,KIRO-TV,0,0,0
2024-04-05,EF,KIRO-TV,3,1,2
2024-04-06,EF,KIRO-TV,2,2,0
2024-04-07,EF,KIRO-TV,3,3,0
2024-04-08,EF,KIRO-TV,0,0,0
2024-04-09,EF,KIRO-TV,2,0,2
2024-04-10,EF,KIRO-TV,1,0,1
2024-04-11,EF,KIRO-TV,1,0,1
2024-04-12,EF,KIRO-TV,0,0,0
2024-04-13,EF,KIRO-TV,0,0,0
2024-04-14,EF,KIRO-TV,2,1,1
2024-04-15,EF,KIRO-TV,2,2,0
2024-04-16,EF,KIRO-TV,4,2,2
2024-04-17,EF,KIRO-TV,0,0,0
2024-04-18,EF,KIRO-TV,1,1,0
2024-04-19,EF,KIRO-TV,0,0,0
2024-04-20,EF,KIRO-TV,0,0,0
2024-04-21,EF,KIRO-TV,0,0,0
2024-04-22,EF,KIRO-TV,3,2,1
2024-04-23,EF,KIRO-TV,1,1,0
2024-04-24,EF,KIRO-TV,2,1,1
2024-04-25,EF,KIRO-TV,2,1,1
2024-04-26,EF,KIRO-TV,2,1,1
2024-04-27,EF,KIRO-TV,1,0,1
2024-04-28,EF,KIRO-TV,0,0,0
2024-04-29,EF,KIRO-TV,2,1,1
2024-04-30,EF,KIRO-TV,2,1,1
2024-05-01,EF,KIRO-TV,3,1,2
2024-05-02,EF,KIRO-TV,1,0,1
2024-05-03,EF,KIRO-TV,2,1,1
2024-05-04,EF,KIRO-TV,0,0,0
2024-05-05,EF,KIRO-TV,0,0,0
2024-05-06,EF,KIRO-TV,1,0,1
2024-05-07,EF,KIRO-TV,2,1,1
2024-05-08,EF,KIRO-TV,0,0,0
2024-05-09,EF,KIRO-TV,1,1,0
2024-05-10,EF,KIRO-TV,0,0,0
2024-05-11,EF,KIRO-TV,3,2,1
2024-05-12,EF,KIRO-TV,1,0,1
2024-05-13,EF,KIRO-TV,1,0,1
2024-05-14,EF,KIRO-TV,2,1,1
2024-05-15,EF,KIRO-TV,0,0,0
2024-05-16,EF,KIRO-TV,3,2,1
2024-05-17,EF,KIRO-TV,0,0,0
2024-05-18,EF,KIRO-TV,1,0,1
2024-05-19,EF,KIRO-TV,2,1,1
2024-05-20,EF,KIRO-TV,3,1,2
2024-05-21,EF,KIRO-TV,1,0,1
2024-05-22,EF,KIRO-TV,0,0,0
2024-05-23,EF,KIRO-TV,0,0,0
2024-05-24,EF,KIRO-TV,1,0,1
2024-05-25,EF,KIRO-TV,3,1,2
2024-05-26,EF,KIRO-TV,3,2,1
2024-05-27,EF,KIRO-TV,1,0,1
2024-05-28,EF,KIRO-TV,2,1,1
2024-05-29,EF,KIRO-TV,4,3,1
2024-05-30,EF,KIRO-TV,3,2,1
2024-05-31,EF,KIRO-TV,2,1,1
2024-06-01,EF,KIRO-TV,1,0,1
2024-06-02,EF,KIRO-TV,0,0,0
2024-06-03,EF,KIRO-TV,1,1,0
2024-06-04,EF,KIRO-TV,1,1,0
2024-06-05,EF,KIRO-TV,2,2,0
2024-06-06,EF,KIRO-TV,2,1,1
2024-06-07,EF,KIRO-TV,0,0,0
2024-06-08,EF,KIRO-TV,2,1,1
2024-06-09,EF,KIRO-TV,0,0,0
2024-06-10,EF,KIRO-TV,1,1,0
2024-06-11,EF,KIRO-TV,0,0,0
2024-06-12,EF,KIRO-TV,0,0,0
2024-06-13,EF,KIRO-TV,1,1,0
2024-06-14,EF,KIRO-TV,1,0,1
2024-06-15,EF,KIRO-TV,1,1,0
2024-06-16,EF,KIRO-TV,1,1,0
2024-06-17,EF,KIRO-TV,4,3,1
2024-06-18,EF,KIRO-TV,2,1,1
2024-06-19,EF,KIRO-TV,1,0,1
2024-06-20,EF,KIRO-TV,1,0,1
2024-06-21,EF,KIRO-TV,2,1,1
2024-06-22,EF,KIRO-TV,2,1,1
2024-06-23,EF,KIRO-TV,1,0,1
2024-06-24,EF,KIRO-TV,2,1,1
2024-06-25,EF,KIRO-TV,2,1,1
2024-06-26,EF,KIRO-TV,2,1,1
2024-06-27,EF,KIRO-TV,1,0,1
2024-06-28,EF,KIRO-TV,2,1,1
2024-06-29,EF,KIRO-TV,0,0,0
2024-06-30,EF,KIRO-TV,2,2,0
2024-07-01,EF,KIRO-TV,1,0,1
2024-07-02,EF,KIRO-TV,2,1,1
2024-07-03,EF,KIRO-TV,2,2,0
2024-07-04,EF,KIRO-TV,2,1,1
2024-07-05,EF,KIRO-TV,2,1,1
2024-07-06,EF,KIRO-TV,2,1,1
2024-07-07,EF,KIRO-TV,1,0,1
2024-07-08,EF,KIRO-TV,2,2,0
2024-07-09,EF,KIRO-TV,0,0,0
2024-07-10,EF,KIRO-TV,1,0,1
2024-07-11,EF,KIRO-TV,1,0,1
2024-07-12,EF,KIRO-TV,4,3,1
2024-07-13,EF,KIRO-TV,1,0,1
2024-07-14,EF,KIRO-TV,2,1,1
2024-07-15,EF,KIRO-TV,3,2,1
2024-07-16,EF,KIRO-TV,0,0,0
2024-07-17,EF,KIRO-TV,0,0,0
2024-07-18,EF,KIRO-TV,1,0,1
2024-07-19,EF,KIRO-TV,1,1,0
2024-07-20,EF,KIRO-TV,3,1,2
2024-07-21,EF,KIRO-TV,1,0,1
2024-07-22,EF,KIRO-TV,1,1,0
2024-07-23,EF,KIRO-TV,0,0,0
2024-07-24,EF,KIRO-TV,2,1,1
2024-07-25,EF,KIRO-TV,1,0,1
2024-07-26,EF,KIRO-TV,0,0,0
2024-07-27,EF,KIRO-TV,2,1,1
2024-07-28,EF,KIRO-TV,1,1,0
2024-07-29,EF,KIRO-TV,1,0,1
2024-07-30,EF,KIRO-TV,0,0,0
2024-07-31,EF,KIRO-TV,1,1,0
2024-08-01,EF,KIRO-TV,1,0,1
2024-08-02,EF,KIRO-TV,1,1,0
2024-08-03,EF,KIRO-TV,1,1,0
2024-08-04,EF,KIRO-TV,0,0,0
2024-08-05,EF,KIRO-TV,2,1,1
2024-08-06,EF,KIRO-TV,1,0,1
2024-08-07,EF,KIRO-TV,1,0,1
2024-08-08,EF,KIRO-TV,1,0,1
2024-08-09,EF,KIRO-TV,2,1,1
2024-08-10,EF,KIRO-TV,1,1,0
2024-08-11,EF,KIRO-TV,2,1,1
2024-08-12,EF,KIRO-TV,4,3,1
2024-08-13,EF,KIRO-TV,2,1,1
2024-08-14,EF,KIRO-TV,2,2,0
2024-08-15,EF,KIRO-TV,2,1,1
2024-08-16,EF,KIRO-TV,3,3,0
2024-08-17,EF,KIRO-TV,2,1,1
2024-08-18,EF,KIRO-TV,2,1,1
2024-08-19,EF,KIRO-TV,3,3,0
2024-08-20,EF,KIRO-TV,4,3,1
2024-08-21,EF,KIRO-TV,2,1,1
2024-08-22,EF,KIRO-TV,1,1,0
2024-08-23,EF,KIRO-TV,2,2,0
2024-08-24,EF,KIRO-TV,2,1,1
2024-08-25,EF,KIRO-TV,2,2,0
2024-08-26,EF,KIRO-TV,3,2,1
2024-08-27,EF,KIRO-TV,1,0,1
2024-08-28,EF,KIRO-TV,3,1,2
2024-08-29,EF,KIRO-TV,0,0,0
2024-08-30,EF,KIRO-TV,2,1,1
2024-08-31,EF,KIRO-TV,3,3,0
2024-09-01,EF,KIRO-TV,1,0,1
2024-09-02,EF,KIRO-TV,1,1,0
2024-09-03,EF,KIRO-TV,3,1,2
2024-09-04,EF,KIRO-TV,3,2,1
2024-09-05,EF,KIRO-TV,2,1,1
2024-09-06,EF,KIRO-TV,1,0,1
2024-09-07,EF,KIRO-TV,2,0,2
